Date;Town;Articlegroup;CustomerName;CustomerNo;Article;UnitPrice;Quantity;Amount;intArticleRow;intCustomerRow
2012-07-08;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2011-07-12;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2012-08-29;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2011-02-04;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2010-11-05;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2011-10-03;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2011-05-28;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2012-04-26;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2013-09-14;Dublin;Software;Billing Service Co.;10005;PC Operating System;89;1;89;7;6
2012-11-13;Kairo;Hardware;Inter Trade Inc.;10006;Tablet PC No. 1;499;1;499;3;7
2011-06-10;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2013-06-09;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2013-01-26;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2012-07-28;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2011-12-13;Rom;Hardware;Taders Ldt.;10008;Server CPU 16 Cores;649;1;649;4;9
2012-01-20;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2011-09-29;Berlin;Hardware;LCD Consulting;10001;Server CPU 16 Cores;649;1;649;4;2
2011-11-17;Kairo;Hardware;Inter Trade Inc.;10006;Tablet PC No. 1;499;1;499;3;7
2012-09-12;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2013-05-22;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2011-06-15;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2012-06-03;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2013-04-03;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2011-10-15;Tokio;Shipping;Dr. Foo;10003;Shipping Express;11,99;1;11,99;10;4
2011-09-27;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2011-05-26;Tokio;Hardware;Dr. Foo;10003;PC Mouse USB;9,99;1;9,99;2;4
2013-07-09;Berlin;Shipping;LCD Consulting;10001;Shipping until 12h;19,99;1;19,99;11;2
2011-06-13;Berlin;Shipping;LCD Consulting;10001;Shipping Express;11,99;1;11,99;10;2
2010-07-10;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2011-07-06;Berlin;Shipping;LCD Consulting;10001;Shipping Normal;7,99;1;7,99;9;2
2011-04-20;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2013-10-17;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2011-04-07;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2010-04-19;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2011-04-18;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2012-06-13;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2011-09-03;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2011-04-29;Tokio;Software;Dr. Foo;10003;WebServer;99,99;1;99,99;12;4
2012-09-30;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2012-04-01;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2011-08-19;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2012-10-06;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2011-08-27;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2012-05-04;Rom;Hardware;Taders Ldt.;10008;PC Mouse USB;9,99;1;9,99;2;9
2010-06-07;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2010-09-08;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2013-11-11;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2012-10-08;Tokio;Software;Dr. Foo;10003;WebServer;99,99;1;99,99;12;4
2012-01-26;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2012-03-30;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2011-07-30;New York;Hardware;Amce Ldt.;10004;PC Mouse USB;9,99;1;9,99;2;5
2012-11-25;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2012-12-27;New York;Hardware;Amce Ldt.;10004;PC Mouse USB;9,99;1;9,99;2;5
2012-02-06;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2011-02-19;Berlin;Hardware;LCD Consulting;10001;Tablet PC No. 1;499;1;499;3;2
2011-02-12;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2011-01-27;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2012-10-05;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2013-05-07;Berlin;Hardware;LCD Consulting;10001;Tablet PC No. 1;499;1;499;3;2
2012-01-19;Paris;Hardware;Webstores Co.;10007;Tablet PC No. 1;499;1;499;3;8
2010-02-29;New York;Shipping;Amce Ldt.;10004;Shipping Normal;7,99;1;7,99;9;5
2011-03-12;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2011-12-23;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2011-10-18;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2013-05-29;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2011-04-16;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2012-06-03;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2012-02-15;Paris;Software;Webstores Co.;10007;Office Suite;789;1;789;8;8
2010-07-02;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2012-11-17;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2013-06-10;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2012-04-02;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2011-07-18;Tokio;Hardware;Dr. Foo;10003;PC Mouse USB;9,99;1;9,99;2;4
2010-03-25;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2010-05-19;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2012-04-13;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2011-05-20;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2013-09-25;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2011-06-26;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2013-09-06;New York;Software;Amce Ldt.;10004;Office Suite;789;1;789;8;5
2010-10-26;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2010-07-19;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2011-10-12;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2011-11-11;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2011-05-07;Paris;Software;Webstores Co.;10007;WebServer;99,99;1;99,99;12;8
2013-08-27;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2012-09-12;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2011-06-03;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2012-10-26;Rom;Software;Taders Ldt.;10008;Server Operating System ;329;1;329;6;9
2012-07-05;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2011-04-01;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2011-07-08;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2011-07-04;Paris;Software;Webstores Co.;10007;Office Suite;789;1;789;8;8
2011-11-12;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2011-02-05;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2010-04-20;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2013-10-22;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2010-05-11;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2012-12-26;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2011-03-26;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2011-05-23;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2012-09-21;Tokio;Shipping;Dr. Foo;10003;Shipping until 12h;19,99;1;19,99;11;4
2011-08-17;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2011-07-17;Berlin;Shipping;LCD Consulting;10001;Shipping Express;11,99;1;11,99;10;2
2011-08-22;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2012-08-19;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2012-07-25;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2012-03-28;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2010-05-19;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2013-09-05;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2012-02-20;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2012-03-12;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2010-09-04;Paris;Hardware;Webstores Co.;10007;Tablet PC No. 1;499;1;499;3;8
2011-05-27;Paris;Hardware;Webstores Co.;10007;Tablet PC No. 1;499;1;499;3;8
2012-04-02;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2011-02-20;Dublin;Software;Billing Service Co.;10005;PC Operating System;89;1;89;7;6
2013-01-11;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2012-10-22;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2013-02-08;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2011-08-10;Dublin;Software;Billing Service Co.;10005;PC Operating System;89;1;89;7;6
2011-03-05;London;Hardware;HAL Inc.;10002;Tablet PC No. 1;499;1;499;3;3
2012-02-12;Paris;Shipping;Webstores Co.;10007;Shipping until 12h;19,99;1;19,99;11;8
2010-03-08;Berlin;Software;LCD Consulting;10001;Server Operating System ;329;1;329;6;2
2012-05-05;Rom;Hardware;Taders Ldt.;10008;Desktop CPU 8 Core;249;1;249;5;9
2010-10-30;Paris;Software;Webstores Co.;10007;Office Suite;789;1;789;8;8
2013-06-01;Kairo;Software;Inter Trade Inc.;10006;WebServer;99,99;1;99,99;12;7
2012-05-16;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2010-11-08;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2010-03-26;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2012-08-08;Berlin;Hardware;LCD Consulting;10001;Desktop CPU 8 Core;249;1;249;5;2
2012-12-06;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2011-01-17;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2010-11-27;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2011-07-27;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2013-02-21;London;Software;HAL Inc.;10002;PC Operating System;89;1;89;7;3
2013-09-20;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2011-06-12;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
2013-05-29;Rom;Shipping;Taders Ldt.;10008;Shipping Normal;7,99;1;7,99;9;9
2010-11-20;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2011-03-23;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2010-09-25;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2012-02-27;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2012-06-16;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2013-05-05;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2013-06-22;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2011-04-13;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2013-11-09;Rom;Software;Taders Ldt.;10008;WebServer;99,99;1;99,99;12;9
2012-07-13;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2013-02-27;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2013-11-21;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2012-08-20;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2011-08-25;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2012-08-19;Berlin;Hardware;LCD Consulting;10001;Desktop CPU 8 Core;249;1;249;5;2
2013-07-24;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2011-06-20;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2012-02-13;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2011-02-15;Rom;Software;Taders Ldt.;10008;PC Operating System;89;1;89;7;9
2011-12-21;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2012-03-21;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2010-07-23;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2012-04-15;Tokio;Shipping;Dr. Foo;10003;Shipping Express;11,99;1;11,99;10;4
2011-03-17;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2011-09-18;Tokio;Software;Dr. Foo;10003;PC Operating System;89;1;89;7;4
2013-06-11;Dublin;Hardware;Billing Service Co.;10005;PC Mouse USB;9,99;1;9,99;2;6
2011-11-26;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2013-03-20;Paris;Software;Webstores Co.;10007;Server Operating System ;329;1;329;6;8
2011-10-17;Berlin;Hardware;LCD Consulting;10001;PC Mouse USB;9,99;1;9,99;2;2
2010-08-30;Tokio;Software;Dr. Foo;10003;Office Suite;789;1;789;8;4
2010-04-22;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2012-04-11;London;Software;HAL Inc.;10002;WebServer;99,99;1;99,99;12;3
2011-10-07;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2011-04-29;Berlin;Software;LCD Consulting;10001;Office Suite;789;1;789;8;2
2012-02-10;Rom;Software;Taders Ldt.;10008;PC Operating System;89;1;89;7;9
2012-11-09;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2011-10-10;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2012-02-02;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2012-12-07;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2012-09-20;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2012-06-22;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2013-03-15;Berlin;Shipping;LCD Consulting;10001;Shipping Express;11,99;1;11,99;10;2
2011-07-23;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2013-04-15;New York;Shipping;Amce Ldt.;10004;Shipping Express;11,99;1;11,99;10;5
2012-11-26;Rom;Hardware;Taders Ldt.;10008;PC Mouse USB;9,99;1;9,99;2;9
2010-08-17;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2012-06-18;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2011-03-19;Dublin;Shipping;Billing Service Co.;10005;Shipping Express;11,99;1;11,99;10;6
2011-04-07;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2012-10-25;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2012-06-20;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2012-03-19;Rom;Shipping;Taders Ldt.;10008;Shipping Express;11,99;1;11,99;10;9
2012-11-20;Tokio;Shipping;Dr. Foo;10003;Shipping Normal;7,99;1;7,99;9;4
2010-07-16;Kairo;Hardware;Inter Trade Inc.;10006;Desktop CPU 8 Core;249;1;249;5;7
2012-08-27;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2012-02-02;New York;Software;Amce Ldt.;10004;WebServer;99,99;1;99,99;12;5
2010-12-21;Rom;Software;Taders Ldt.;10008;Office Suite;789;1;789;8;9
2012-06-04;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2011-06-17;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2011-11-09;Rom;Software;Taders Ldt.;10008;Office Suite;789;1;789;8;9
2011-05-03;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2010-02-03;Berlin;Hardware;LCD Consulting;10001;Desktop CPU 8 Core;249;1;249;5;2
2011-07-20;Kairo;Hardware;Inter Trade Inc.;10006;PC Mouse USB;9,99;1;9,99;2;7
2013-12-14;Dublin;Hardware;Billing Service Co.;10005;Desktop CPU 8 Core;249;1;249;5;6
2012-09-01;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2012-01-20;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2011-03-02;London;Shipping;HAL Inc.;10002;Shipping Normal;7,99;1;7,99;9;3
2012-08-05;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2012-05-06;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2013-03-16;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2011-07-22;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2011-05-09;London;Hardware;HAL Inc.;10002;Desktop CPU 8 Core;249;1;249;5;3
2012-10-15;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2013-10-26;Berlin;Shipping;LCD Consulting;10001;Shipping Normal;7,99;1;7,99;9;2
2011-05-13;Berlin;Shipping;LCD Consulting;10001;Shipping Normal;7,99;1;7,99;9;2
2012-07-11;Dublin;Shipping;Billing Service Co.;10005;Shipping until 12h;19,99;1;19,99;11;6
2012-08-15;Dublin;Software;Billing Service Co.;10005;Office Suite;789;1;789;8;6
2012-09-07;Rom;Hardware;Taders Ldt.;10008;Server CPU 16 Cores;649;1;649;4;9
2011-05-15;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2011-01-13;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2013-10-29;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2011-07-20;Paris;Software;Webstores Co.;10007;WebServer;99,99;1;99,99;12;8
2011-03-28;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2011-11-12;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2011-08-10;New York;Hardware;Amce Ldt.;10004;Desktop CPU 8 Core;249;1;249;5;5
2012-09-21;Berlin;Software;LCD Consulting;10001;Server Operating System ;329;1;329;6;2
2010-10-10;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2012-03-10;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2012-10-07;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2011-05-02;Kairo;Software;Inter Trade Inc.;10006;PC Operating System;89;1;89;7;7
2013-05-09;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2012-11-16;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2011-02-18;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2012-06-16;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2012-03-15;Kairo;Hardware;Inter Trade Inc.;10006;Tablet PC No. 1;499;1;499;3;7
2012-08-07;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2012-10-08;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2012-09-11;Berlin;Hardware;LCD Consulting;10001;Tablet PC No. 1;499;1;499;3;2
2012-09-25;Dublin;Software;Billing Service Co.;10005;PC Operating System;89;1;89;7;6
2011-07-04;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2010-04-08;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2011-06-22;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2013-02-29;Berlin;Software;LCD Consulting;10001;Server Operating System ;329;1;329;6;2
2013-09-18;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2011-09-06;London;Software;HAL Inc.;10002;Server Operating System ;329;1;329;6;3
2011-08-12;Dublin;Hardware;Billing Service Co.;10005;Server CPU 16 Cores;649;1;649;4;6
2011-02-24;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Normal;7,99;1;7,99;9;7
2013-08-09;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2013-06-25;Berlin;Shipping;LCD Consulting;10001;Shipping Express;11,99;1;11,99;10;2
2011-12-27;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2012-02-19;Dublin;Shipping;Billing Service Co.;10005;Shipping Normal;7,99;1;7,99;9;6
2013-07-05;Tokio;Hardware;Dr. Foo;10003;PC Mouse USB;9,99;1;9,99;2;4
2013-08-16;Tokio;Hardware;Dr. Foo;10003;Desktop CPU 8 Core;249;1;249;5;4
2011-08-24;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2012-12-02;New York;Shipping;Amce Ldt.;10004;Shipping until 12h;19,99;1;19,99;11;5
2010-05-02;Dublin;Software;Billing Service Co.;10005;WebServer;99,99;1;99,99;12;6
2012-02-05;Rom;Software;Taders Ldt.;10008;Server Operating System ;329;1;329;6;9
2010-06-29;New York;Hardware;Amce Ldt.;10004;PC Mouse USB;9,99;1;9,99;2;5
2012-11-15;London;Hardware;HAL Inc.;10002;Server CPU 16 Cores;649;1;649;4;3
2013-05-13;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2012-11-21;Paris;Shipping;Webstores Co.;10007;Shipping Express;11,99;1;11,99;10;8
2012-10-30;New York;Software;Amce Ldt.;10004;Server Operating System ;329;1;329;6;5
2012-05-24;Rom;Shipping;Taders Ldt.;10008;Shipping until 12h;19,99;1;19,99;11;9
2012-11-02;Tokio;Hardware;Dr. Foo;10003;Tablet PC No. 1;499;1;499;3;4
2010-05-14;Paris;Hardware;Webstores Co.;10007;Desktop CPU 8 Core;249;1;249;5;8
2010-11-06;Paris;Shipping;Webstores Co.;10007;Shipping Normal;7,99;1;7,99;9;8
2010-04-16;Paris;Hardware;Webstores Co.;10007;Server CPU 16 Cores;649;1;649;4;8
2011-07-25;New York;Software;Amce Ldt.;10004;PC Operating System;89;1;89;7;5
2013-08-03;Kairo;Software;Inter Trade Inc.;10006;Server Operating System ;329;1;329;6;7
2012-06-19;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2011-05-09;Tokio;Shipping;Dr. Foo;10003;Shipping Express;11,99;1;11,99;10;4
2011-02-15;Rom;Hardware;Taders Ldt.;10008;Tablet PC No. 1;499;1;499;3;9
2012-09-05;London;Shipping;HAL Inc.;10002;Shipping Express;11,99;1;11,99;10;3
2012-06-15;Tokio;Software;Dr. Foo;10003;Server Operating System ;329;1;329;6;4
2013-02-16;New York;Hardware;Amce Ldt.;10004;Tablet PC No. 1;499;1;499;3;5
2013-09-08;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2011-09-22;Dublin;Software;Billing Service Co.;10005;PC Operating System;89;1;89;7;6
2012-01-09;Dublin;Software;Billing Service Co.;10005;Server Operating System ;329;1;329;6;6
2011-11-17;Kairo;Shipping;Inter Trade Inc.;10006;Shipping until 12h;19,99;1;19,99;11;7
2011-02-19;Berlin;Hardware;LCD Consulting;10001;Server CPU 16 Cores;649;1;649;4;2
2013-09-17;Dublin;Hardware;Billing Service Co.;10005;Tablet PC No. 1;499;1;499;3;6
2011-11-08;Berlin;Hardware;LCD Consulting;10001;Server CPU 16 Cores;649;1;649;4;2
2012-06-12;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2013-07-21;Kairo;Software;Inter Trade Inc.;10006;Office Suite;789;1;789;8;7
2012-08-03;Kairo;Shipping;Inter Trade Inc.;10006;Shipping Express;11,99;1;11,99;10;7
2013-05-04;Paris;Software;Webstores Co.;10007;PC Operating System;89;1;89;7;8
2011-10-28;London;Shipping;HAL Inc.;10002;Shipping until 12h;19,99;1;19,99;11;3
2013-08-06;Tokio;Hardware;Dr. Foo;10003;Server CPU 16 Cores;649;1;649;4;4
2012-02-13;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2011-09-02;New York;Hardware;Amce Ldt.;10004;Server CPU 16 Cores;649;1;649;4;5
2012-06-30;Berlin;Software;LCD Consulting;10001;WebServer;99,99;1;99,99;12;2
2012-07-18;Rom;Hardware;Taders Ldt.;10008;Tablet PC No. 1;499;1;499;3;9
2011-04-10;Kairo;Hardware;Inter Trade Inc.;10006;Server CPU 16 Cores;649;1;649;4;7
2012-05-20;London;Software;HAL Inc.;10002;Office Suite;789;1;789;8;3
